Hi.	สวัสดี
We went to the museum to study Japanese history.	เราไปที่พิพิธภัณฑ์เพื่อศึกษาประวัติศาสตร์ญี่ปุ่น
Why does the US government let people have guns?	ทำไมรัฐบาลสหรัฐปล่อยให้คนมีปืน?
I couldn't help laughing when I heard that story.	ฉันอดหัวเราะไม่ได้เมื่อได้ยินเรื่องนั้น
I have a lot of work that still needs to be done.	ฉันมีงานที่ต้องทำมากมาย
I have to write a letter. Do you have some paper?	ฉันต้องเขียนจดหมาย คุณมีกระดาษบ้างไหม?
Mt. Everest is the highest mountain in the world.	ภูเขาเอเวอเรสต์เป็นภูเขาที่สูงที่สุดในโลก
Mt. Everest is the highest mountain in the world.	ยอดเขาเอเวอเรสต์เป็นยอดเขาที่สูงที่สุดในโลก
That was probably what influenced their decision.	นั่นอาจเป็นสิ่งที่มีอิทธิพลต่อการตัดสินใจของพวกเขา
There's no need to hurry. We have plenty of time.	ไม่จำเป็นต้องรีบร้อน เรามีเวลาเหลือเฟือ
Tom was sitting in the dark, smoking a cigarette.	ทอมนั่งในความมืด สูบบุหรี่
I think Tom is from Australia, but I may be wrong.	ฉันคิดว่าทอมมาจากออสเตรเลีย แต่ฉันอาจจะผิดก็ได้
I've persuaded Tom to stay in Boston until Monday.	ฉันเกลี้ยกล่อมทอมให้อยู่ในบอสตันจนถึงวันจันทร์
Tom escaped from the castle, disguised as a woman.	ทอมหนีออกจากปราสาท ปลอมตัวเป็นผู้หญิง
You must learn English whether you like it or not.	คุณต้องเรียนภาษาอังกฤษไม่ว่าคุณจะชอบหรือไม่
You should read a lot of books while you're young.	คุณควรอ่านหนังสือจำนวนมากในขณะที่คุณยังเด็ก
I can't tell her now. It's not that simple anymore.	ฉันบอกเธอไม่ได้ตอนนี้ มันไม่ง่ายอย่างนั้นอีกแล้ว
It would take forever for me to explain everything.	มันคงใช้เวลานานมากสำหรับฉันที่จะอธิบายทุกอย่าง
